gutenberg_id,short_title,gutenberg_title,year,author,section,class,line_number,text
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XVIII. CONCERNING THE WAY IN WHICH PRINCES SHOULD KEEP FAITH
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XIX. THAT ONE SHOULD AVOID BEING DESPISED AND HATED
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA," CHAPTER XX. ARE FORTRESSES, AND MANY OTHER THINGS TO WHICH PRINCES OFTEN RESORT, ADVANTAGEOUS OR HURTFUL?"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXI. HOW A PRINCE SHOULD CONDUCT HIMSELF SO AS TO GAIN RENOWN
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXII. CONCERNING THE SECRETARIES OF PRINCES
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXIII. HOW FLATTERERS SHOULD BE AVOIDED
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXIV. WHY THE PRINCES OF ITALY HAVE LOST THEIR STATES
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXV. WHAT FORTUNE CAN EFFECT IN HUMAN AFFAIRS AND HOW TO WITHSTAND HER
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, CHAPTER XXVI. AN EXHORTATION TO LIBERATE ITALY FROM THE BARBARIANS
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA," DESCRIPTION OF THE METHODS ADOPTED BY THE DUKE VALENTINO WHEN MURDERING VITELLOZZO VITELLI, OLIVEROTTO DA FERMO, THE SIGNOR PAGOLO, AND THE DUKE DI GRAVINA ORSINI"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,front_matter,reference,NA, THE LIFE OF CASTRUCCIO CASTRACANI OF LUCCA
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA," Nicolo Machiavelli, born at Florence on 3rd May 1469. From 1494 to"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,1512 held an official post at Florence which included diplomatic
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"missions to various European courts. Imprisoned in Florence, 1512;"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,later exiled and returned to San Casciano. Died at Florence on 22nd
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,June 1527.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,reference,NA,INTRODUCTION
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Nicolo Machiavelli was born at Florence on 3rd May 1469. He was the
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"second son of Bernardo di Nicolo Machiavelli, a lawyer of some repute,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"and of Bartolommea di Stefano Nelli, his wife. Both parents were"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,members of the old Florentine nobility.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"His life falls naturally into three periods, each of which singularly"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,enough constitutes a distinct and important era in the history of
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Florence. His youth was concurrent with the greatness of Florence as an
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Italian power under the guidance of Lorenzo de’ Medici, Il Magnifico."
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"The downfall of the Medici in Florence occurred in 1494, in which year"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Machiavelli entered the public service. During his official career
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Florence was free under the government of a Republic, which lasted"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"until 1512, when the Medici returned to power, and Machiavelli lost his"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"office. The Medici again ruled Florence from 1512 until 1527, when they"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,were once more driven out. This was the period of Machiavelli’s
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"literary activity and increasing influence; but he died, within a few"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"weeks of the expulsion of the Medici, on 22nd June 1527, in his"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"fifty-eighth year, without having regained office."
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,reference,NA,YOUTH — Æt. 1-25—1469-94
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Although there is little recorded of the youth of Machiavelli, the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Florence of those days is so well known that the early environment of
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,this representative citizen may be easily imagined. Florence has been
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"described as a city with two opposite currents of life, one directed by"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"the fervent and austere Savonarola, the other by the splendour-loving"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Lorenzo. Savonarola’s influence upon the young Machiavelli must have
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"been slight, for although at one time he wielded immense power over the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"fortunes of Florence, he only furnished Machiavelli with a subject of a"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"gibe in The Prince, where he is cited as an example of an unarmed"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,prophet who came to a bad end. Whereas the magnificence of the Medicean
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,rule during the life of Lorenzo appeared to have impressed Machiavelli
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"strongly, for he frequently recurs to it in his writings, and it is to"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Lorenzo’s grandson that he dedicates The Prince.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Machiavelli, in his “History of Florence,” gives us a picture of the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,young men among whom his youth was passed. He writes: “They were freer
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"than their forefathers in dress and living, and spent more in other"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"kinds of excesses, consuming their time and money in idleness, gaming,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,and women; their chief aim was to appear well dressed and to speak with
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"wit and acuteness, whilst he who could wound others the most cleverly"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"was thought the wisest.” In a letter to his son Guido, Machiavelli"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"shows why youth should avail itself of its opportunities for study, and"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,leads us to infer that his own youth had been so occupied. He writes:
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"“I have received your letter, which has given me the greatest pleasure,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"especially because you tell me you are quite restored in health, than"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"which I could have no better news; for if God grant life to you, and to"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"me, I hope to make a good man of you if you are willing to do your"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"share.” Then, writing of a new patron, he continues: “This will turn"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"out well for you, but it is necessary for you to study; since, then,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"you have no longer the excuse of illness, take pains to study letters"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"and music, for you see what honour is done to me for the little skill I"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"have. Therefore, my son, if you wish to please me, and to bring success"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"and honour to yourself, do right and study, because others will help"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,you if you help yourself.”
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,reference,NA,OFFICE — Æt. 25-43—1494-1512
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,The second period of Machiavelli’s life was spent in the service of the
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"free Republic of Florence, which flourished, as stated above, from the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,expulsion of the Medici in 1494 until their return in 1512. After
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,serving four years in one of the public offices he was appointed
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Chancellor and Secretary to the Second Chancery, the Ten of Liberty and"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Peace. Here we are on firm ground when dealing with the events of
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Machiavelli’s life, for during this time he took a leading part in the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"affairs of the Republic, and we have its decrees, records, and"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"dispatches to guide us, as well as his own writings. A mere"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,recapitulation of a few of his transactions with the statesmen and
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"soldiers of his time gives a fair indication of his activities, and"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,supplies the sources from which he drew the experiences and characters
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,which illustrate The Prince.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"His first mission was in 1499 to Catherina Sforza, “my lady of Forli”"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of The Prince, from whose conduct and fate he drew the moral that it"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,is far better to earn the confidence of the people than to rely on
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"fortresses. This is a very noticeable principle in Machiavelli, and is"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,urged by him in many ways as a matter of vital importance to princes.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,In 1500 he was sent to France to obtain terms from Louis XII for
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"continuing the war against Pisa: this king it was who, in his conduct"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of affairs in Italy, committed the five capital errors in statecraft"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"summarized in The Prince, and was consequently driven out. He, also,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,it was who made the dissolution of his marriage a condition of support
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,to Pope Alexander VI; which leads Machiavelli to refer those who urge
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,that such promises should be kept to what he has written concerning the
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,faith of princes.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Machiavelli’s public life was largely occupied with events arising out
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of the ambitions of Pope Alexander VI and his son, Cesare Borgia, the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Duke Valentino, and these characters fill a large space of The"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Prince. Machiavelli never hesitates to cite the actions of the duke
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,for the benefit of usurpers who wish to keep the states they have
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"seized; he can, indeed, find no precepts to offer so good as the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"pattern of Cesare Borgia’s conduct, insomuch that Cesare is acclaimed"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,by some critics as the “hero” of The Prince. Yet in The Prince the
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,duke is in point of fact cited as a type of the man who rises on the
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"fortune of others, and falls with them; who takes every course that"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,might be expected from a prudent man but the course which will save
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,him; who is prepared for all eventualities but the one which happens;
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"and who, when all his abilities fail to carry him through, exclaims"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"that it was not his fault, but an extraordinary and unforeseen"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,fatality.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"On the death of Pius III, in 1503, Machiavelli was sent to Rome to"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"watch the election of his successor, and there he saw Cesare Borgia"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,cheated into allowing the choice of the College to fall on Giuliano
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"delle Rovere (Julius II), who was one of the cardinals that had most"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"reason to fear the duke. Machiavelli, when commenting on this election,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,says that he who thinks new favours will cause great personages to
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,forget old injuries deceives himself. Julius did not rest until he had
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,ruined Cesare.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"It was to Julius II that Machiavelli was sent in 1506, when that"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,pontiff was commencing his enterprise against Bologna; which he brought
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"to a successful issue, as he did many of his other adventures, owing"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,chiefly to his impetuous character. It is in reference to Pope Julius
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,that Machiavelli moralizes on the resemblance between Fortune and
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"women, and concludes that it is the bold rather than the cautious man"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,that will win and hold them both.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,It is impossible to follow here the varying fortunes of the Italian
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"states, which in 1507 were controlled by France, Spain, and Germany,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,with results that have lasted to our day; we are concerned with those
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"events, and with the three great actors in them, so far only as they"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,impinge on the personality of Machiavelli. He had several meetings with
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Louis XII of France, and his estimate of that monarch’s character has"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,already been alluded to. Machiavelli has painted Ferdinand of Aragon as
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"the man who accomplished great things under the cloak of religion, but"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"who in reality had no mercy, faith, humanity, or integrity; and who,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"had he allowed himself to be influenced by such motives, would have"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,been ruined. The Emperor Maximilian was one of the most interesting men
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of the age, and his character has been drawn by many hands; but"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Machiavelli, who was an envoy at his court in 1507-8, reveals the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"secret of his many failures when he describes him as a secretive man,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,without force of character—ignoring the human agencies necessary to
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"carry his schemes into effect, and never insisting on the fulfilment of"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,his wishes.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,The remaining years of Machiavelli’s official career were filled with
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"events arising out of the League of Cambrai, made in 1508 between the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"three great European powers already mentioned and the pope, with the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,object of crushing the Venetian Republic. This result was attained in
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"the battle of Vaila, when Venice lost in one day all that she had won"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,in eight hundred years. Florence had a difficult part to play during
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"these events, complicated as they were by the feud which broke out"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"between the pope and the French, because friendship with France had"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"dictated the entire policy of the Republic. When, in 1511, Julius II"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"finally formed the Holy League against France, and with the assistance"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of the Swiss drove the French out of Italy, Florence lay at the mercy"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"of the Pope, and had to submit to his terms, one of which was that the"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,Medici should be restored. The return of the Medici to Florence on 1st
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"September 1512, and the consequent fall of the Republic, was the signal"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"for the dismissal of Machiavelli and his friends, and thus put an end"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"to his public career, for, as we have seen, he died without regaining"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,office.
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,reference,NA,LITERATURE AND DEATH — Æt. 43-58—1512-27
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"On the return of the Medici, Machiavelli, who for a few weeks had"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"vainly hoped to retain his office under the new masters of Florence,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,was dismissed by decree dated 7th November 1512. Shortly after this he
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"was accused of complicity in an abortive conspiracy against the Medici,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"imprisoned, and put to the question by torture. The new Medicean pope,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"Leo X, procured his release, and he retired to his small property at"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"San Casciano, near Florence, where he devoted himself to literature. In"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"a letter to Francesco Vettori, dated 13th December 1513, he has left a"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"very interesting description of his life at this period, which"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,elucidates his methods and his motives in writing The Prince. After
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"describing his daily occupations with his family and neighbours, he"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"writes: “The evening being come, I return home and go to my study; at"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"the entrance I pull off my peasant-clothes, covered with dust and dirt,"
1232,The Prince,The Prince,1532,Niccolò Machiavelli,introduction,content,NA,"and put on my noble court dress, and thus becomingly re-clothed I pass"
