"","gutenberg_id","text"
"123",12242,"Clutched tight - by greedy hands -"
"124",12242,"So - faces on two Decks look back -"
"125",12242,"Bound to _opposing_ lands."
"126",12242,""
"127",12242,"And so, when all the time had leaked,"
"128",12242,"Without external sound,"
"129",12242,"Each bound the other's Crucifix -"
"130",12242,"We gave no other bond -"
"131",12242,""
"132",12242,"Sufficient troth - that we shall _rise_,"
"133",12242,"Deposed - at length the Grave -"
"134",12242,"To that new marriage -"
"135",12242,"_Justified_ - through Calvaries - of Love!"
"136",12242,""
"137",12242,""
"138",12242,"From the handwriting, it is not always clear which are dashes,"
"139",12242,"which are commas and which are periods, nor it is entirely"
"140",12242,"clear which initial letters are capitalized."
"141",12242,""
"142",12242,"However, this transcription may be compared with the edited"
"143",12242,"version in the main text to get a flavor of the changes made"
"144",12242,"in these early editions."
"145",12242,""
"146",12242,"      ---JT"
"147",12242,""
"148",12242,""
"149",12242,""
"150",12242,""
"151",12242,""
"152",12242,""
"153",12242,""
"154",12242,""
"155",12242,""
"156",12242,""
"157",12242,"    This is my letter to the world,"
"158",12242,"       That never wrote to me, --"
"159",12242,"    The simple news that Nature told,"
"160",12242,"       With tender majesty."
"161",12242,""
"162",12242,"    Her message is committed"
"163",12242,"       To hands I cannot see;"
"164",12242,"    For love of her, sweet countrymen,"
"165",12242,"       Judge tenderly of me!"
"166",12242,""
"167",12242,""
"168",12242,""
"169",12242,""
"170",12242,""
"171",12242,""
"172",12242,""
"173",12242,""
"174",12242,""
"175",12242,""
"176",12242,"I. LIFE."
"177",12242,""
"178",12242,""
"179",12242,"I."
"180",12242,""
"181",12242,"SUCCESS."
"182",12242,""
"183",12242,"[Published in ""A Masque of Poets"""
"184",12242,"at the request of ""H.H.,"" the author's"
"185",12242,"fellow-townswoman and friend.]"
"186",12242,""
"187",12242,"Success is counted sweetest"
"188",12242,"By those who ne'er succeed."
"189",12242,"To comprehend a nectar"
"190",12242,"Requires sorest need."
"191",12242,""
"192",12242,"Not one of all the purple host"
"193",12242,"Who took the flag to-day"
"194",12242,"Can tell the definition,"
"195",12242,"So clear, of victory,"
"196",12242,""
"197",12242,"As he, defeated, dying,"
"198",12242,"On whose forbidden ear"
"199",12242,"The distant strains of triumph"
"200",12242,"Break, agonized and clear!"
"201",12242,""
"202",12242,""
"203",12242,""
"204",12242,""
"205",12242,""
"206",12242,"II."
"207",12242,""
"208",12242,"Our share of night to bear,"
"209",12242,"Our share of morning,"
"210",12242,"Our blank in bliss to fill,"
"211",12242,"Our blank in scorning."
"212",12242,""
"213",12242,"Here a star, and there a star,"
"214",12242,"Some lose their way."
"215",12242,"Here a mist, and there a mist,"
"216",12242,"Afterwards -- day!"
"217",12242,""
"218",12242,""
"219",12242,""
"220",12242,""
"221",12242,""
"222",12242,"III."
"223",12242,""
"224",12242,"ROUGE ET NOIR."
"225",12242,""
"226",12242,"Soul, wilt thou toss again?"
"227",12242,"By just such a hazard"
"228",12242,"Hundreds have lost, indeed,"
"229",12242,"But tens have won an all."
"230",12242,""
"231",12242,"Angels' breathless ballot"
"232",12242,"Lingers to record thee;"
"233",12242,"Imps in eager caucus"
"234",12242,"Raffle for my soul."
"235",12242,""
"236",12242,""
"237",12242,""
"238",12242,""
"239",12242,""
"240",12242,"IV."
"241",12242,""
"242",12242,"ROUGE GAGNE."
"243",12242,""
"244",12242,"'T is so much joy! 'T is so much joy!"
"245",12242,"If I should fail, what poverty!"
"246",12242,"And yet, as poor as I"
"247",12242,"Have ventured all upon a throw;"
"248",12242,"Have gained! Yes! Hesitated so"
"249",12242,"This side the victory!"
"250",12242,""
"251",12242,"Life is but life, and death but death!"
"252",12242,"Bliss is but bliss, and breath but breath!"
"253",12242,"And if, indeed, I fail,"
"254",12242,"At least to know the worst is sweet."
"255",12242,"Defeat means nothing but defeat,"
"256",12242,"No drearier can prevail!"
"257",12242,""
"258",12242,"And if I gain, -- oh, gun at sea,"
"259",12242,"Oh, bells that in the steeples be,"
"260",12242,"At first repeat it slow!"
"261",12242,"For heaven is a different thing"
"262",12242,"Conjectured, and waked sudden in,"
"263",12242,"And might o'erwhelm me so!"
"264",12242,""
"265",12242,""
"266",12242,""
"267",12242,""
"268",12242,""
"269",12242,"V."
"270",12242,""
"271",12242,"Glee! The great storm is over!"
"272",12242,"Four have recovered the land;"
"273",12242,"Forty gone down together"
"274",12242,"Into the boiling sand."
"275",12242,""
"276",12242,"Ring, for the scant salvation!"
"277",12242,"Toll, for the bonnie souls, --"
"278",12242,"Neighbor and friend and bridegroom,"
"279",12242,"Spinning upon the shoals!"
"280",12242,""
"281",12242,"How they will tell the shipwreck"
"282",12242,"When winter shakes the door,"
"283",12242,"Till the children ask, ""But the forty?"
"284",12242,"Did they come back no more?"""
"285",12242,""
"286",12242,"Then a silence suffuses the story,"
"287",12242,"And a softness the teller's eye;"
"288",12242,"And the children no further question,"
"289",12242,"And only the waves reply."
"290",12242,""
"291",12242,""
"292",12242,""
"293",12242,""
"294",12242,""
"295",12242,"VI."
"296",12242,""
"297",12242,"If I can stop one heart from breaking,"
"298",12242,"I shall not live in vain;"
"299",12242,"If I can ease one life the aching,"
"300",12242,"Or cool one pain,"
"301",12242,"Or help one fainting robin"
"302",12242,"Unto his nest again,"
"303",12242,"I shall not live in vain."
"304",12242,""
"305",12242,""
"306",12242,""
"307",12242,""
"308",12242,""
"309",12242,"VII."
"310",12242,""
"311",12242,"ALMOST!"
"312",12242,""
"313",12242,"Within my reach!"
"314",12242,"I could have touched!"
"315",12242,"I might have chanced that way!"
"316",12242,"Soft sauntered through the village,"
"317",12242,"Sauntered as soft away!"
"318",12242,"So unsuspected violets"
"319",12242,"Within the fields lie low,"
"320",12242,"Too late for striving fingers"
"321",12242,"That passed, an hour ago."
"322",12242,""
"323",12242,""
"324",12242,""
"325",12242,""
"326",12242,""
"327",12242,"VIII."
"328",12242,""
"329",12242,"A wounded deer leaps highest,"
"330",12242,"I've heard the hunter tell;"
"331",12242,"'T is but the ecstasy of death,"
"332",12242,"And then the brake is still."
"333",12242,""
"334",12242,"The smitten rock that gushes,"
"335",12242,"The trampled steel that springs;"
"336",12242,"A cheek is always redder"
"337",12242,"Just where the hectic stings!"
"338",12242,""
"339",12242,"Mirth is the mail of anguish,"
"340",12242,"In which it cautions arm,"
"341",12242,"Lest anybody spy the blood"
"342",12242,"And ""You're hurt"" exclaim!"
"343",12242,""
"344",12242,""
"345",12242,""
"346",12242,""
"347",12242,""
"348",12242,"IX."
"349",12242,""
"350",12242,"The heart asks pleasure first,"
"351",12242,"And then, excuse from pain;"
"352",12242,"And then, those little anodynes"
"353",12242,"That deaden suffering;"
"354",12242,""
"355",12242,"And then, to go to sleep;"
"356",12242,"And then, if it should be"
"357",12242,"The will of its Inquisitor,"
"358",12242,"The liberty to die."
"359",12242,""
"360",12242,""
"361",12242,""
"362",12242,""
"363",12242,""
"364",12242,"X."
"365",12242,""
"366",12242,"IN A LIBRARY."
"367",12242,""
"368",12242,"A precious, mouldering pleasure 't is"
"369",12242,"To meet an antique book,"
"370",12242,"In just the dress his century wore;"
"371",12242,"A privilege, I think,"
"372",12242,""
"373",12242,"His venerable hand to take,"
"374",12242,"And warming in our own,"
"375",12242,"A passage back, or two, to make"
"376",12242,"To times when he was young."
"377",12242,""
"378",12242,"His quaint opinions to inspect,"
"379",12242,"His knowledge to unfold"
"380",12242,"On what concerns our mutual mind,"
"381",12242,"The literature of old;"
"382",12242,""
"383",12242,"What interested scholars most,"
"384",12242,"What competitions ran"
"385",12242,"When Plato was a certainty."
"386",12242,"And Sophocles a man;"
"387",12242,""
"388",12242,"When Sappho was a living girl,"
"389",12242,"And Beatrice wore"
"390",12242,"The gown that Dante deified."
"391",12242,"Facts, centuries before,"
"392",12242,""
"393",12242,"He traverses familiar,"
"394",12242,"As one should come to town"
"395",12242,"And tell you all your dreams were true;"
"396",12242,"He lived where dreams were sown."
"397",12242,""
"398",12242,"His presence is enchantment,"
"399",12242,"You beg him not to go;"
"400",12242,"Old volumes shake their vellum heads"
"401",12242,"And tantalize, just so."
"402",12242,""
"403",12242,""
"404",12242,""
"405",12242,""
"406",12242,""
"407",12242,"XI."
"408",12242,""
"409",12242,"Much madness is divinest sense"
"410",12242,"To a discerning eye;"
"411",12242,"Much sense the starkest madness."
"412",12242,"'T is the majority"
"413",12242,"In this, as all, prevails."
"414",12242,"Assent, and you are sane;"
"415",12242,"Demur, -- you're straightway dangerous,"
"416",12242,"And handled with a chain."
"417",12242,"XII."
"418",12242,""
"419",12242,"I asked no other thing,"
"420",12242,"No other was denied."
"421",12242,"I offered Being for it;"
"422",12242,"The mighty merchant smiled."
"423",12242,""
"424",12242,"Brazil? He twirled a button,"
"425",12242,"Without a glance my way:"
"426",12242,"""But, madam, is there nothing else"
"427",12242,"That we can show to-day?"""
"428",12242,""
"429",12242,""
"430",12242,""
"431",12242,""
"432",12242,""
"433",12242,"XIII."
"434",12242,""
"435",12242,"EXCLUSION."
"436",12242,""
"437",12242,"The soul selects her own society,"
"438",12242,"Then shuts the door;"
"439",12242,"On her divine majority"
"440",12242,"Obtrude no more."
"441",12242,""
"442",12242,"Unmoved, she notes the chariot's pausing"
"443",12242,"At her low gate;"
"444",12242,"Unmoved, an emperor is kneeling"
"445",12242,"Upon her mat."
"446",12242,""
"447",12242,"I've known her from an ample nation"
"448",12242,"Choose one;"
"449",12242,"Then close the valves of her attention"
"450",12242,"Like stone."
"451",12242,""
"452",12242,""
"453",12242,""
"454",12242,""
"455",12242,""
"456",12242,"XIV."
"457",12242,""
"458",12242,"THE SECRET."
"459",12242,""
"460",12242,"Some things that fly there be, --"
"461",12242,"Birds, hours, the bumble-bee:"
"462",12242,"Of these no elegy."
"463",12242,""
"464",12242,"Some things that stay there be, --"
"465",12242,"Grief, hills, eternity:"
"466",12242,"Nor this behooveth me."
"467",12242,""
"468",12242,"There are, that resting, rise."
"469",12242,"Can I expound the skies?"
"470",12242,"How still the riddle lies!"
"471",12242,""
"472",12242,""
"473",12242,""
"474",12242,""
"475",12242,""
"476",12242,"XV."
"477",12242,""
"478",12242,"THE LONELY HOUSE."
"479",12242,""
"480",12242,"I know some lonely houses off the road"
"481",12242,"A robber 'd like the look of, --"
"482",12242,"Wooden barred,"
"483",12242,"And windows hanging low,"
"484",12242,"Inviting to"
"485",12242,"A portico,"
"486",12242,"Where two could creep:"
"487",12242,"One hand the tools,"
"488",12242,"The other peep"
"489",12242,"To make sure all's asleep."
"490",12242,"Old-fashioned eyes,"
"491",12242,"Not easy to surprise!"
"492",12242,""
"493",12242,"How orderly the kitchen 'd look by night,"
"494",12242,"With just a clock, --"
"495",12242,"But they could gag the tick,"
"496",12242,"And mice won't bark;"
"497",12242,"And so the walls don't tell,"
"498",12242,"None will."
"499",12242,""
"500",12242,"A pair of spectacles ajar just stir --"
"501",12242,"An almanac's aware."
"502",12242,"Was it the mat winked,"
"503",12242,"Or a nervous star?"
"504",12242,"The moon slides down the stair"
"505",12242,"To see who's there."
"506",12242,""
"507",12242,"There's plunder, -- where?"
"508",12242,"Tankard, or spoon,"
"509",12242,"Earring, or stone,"
"510",12242,"A watch, some ancient brooch"
"511",12242,"To match the grandmamma,"
"512",12242,"Staid sleeping there."
"513",12242,""
"514",12242,"Day rattles, too,"
"515",12242,"Stealth's slow;"
"516",12242,"The sun has got as far"
"517",12242,"As the third sycamore."
"518",12242,"Screams chanticleer,"
"519",12242,"""Who's there?"""
"520",12242,"And echoes, trains away,"
"521",12242,"Sneer -- ""Where?"""
"522",12242,"While the old couple, just astir,"
"523",12242,"Fancy the sunrise left the door ajar!"
"524",12242,""
"525",12242,""
"526",12242,""
"527",12242,""
"528",12242,""
"529",12242,"XVI."
"530",12242,""
"531",12242,"To fight aloud is very brave,"
"532",12242,"But gallanter, I know,"
"533",12242,"Who charge within the bosom,"
"534",12242,"The cavalry of woe."
"535",12242,""
"536",12242,"Who win, and nations do not see,"
"537",12242,"Who fall, and none observe,"
"538",12242,"Whose dying eyes no country"
"539",12242,"Regards with patriot love."
"540",12242,""
"541",12242,"We trust, in plumed procession,"
"542",12242,"For such the angels go,"
"543",12242,"Rank after rank, with even feet"
"544",12242,"And uniforms of snow."
"545",12242,""
"546",12242,""
"547",12242,""
"548",12242,""
"549",12242,""
"550",12242,"XVII."
"551",12242,""
"552",12242,"DAWN."
"553",12242,""
"554",12242,"When night is almost done,"
"555",12242,"And sunrise grows so near"
"556",12242,"That we can touch the spaces,"
"557",12242,"It 's time to smooth the hair"
"558",12242,""
"559",12242,"And get the dimples ready,"
"560",12242,"And wonder we could care"
"561",12242,"For that old faded midnight"
"562",12242,"That frightened but an hour."
"563",12242,""
"564",12242,""
"565",12242,""
"566",12242,""
"567",12242,""
"568",12242,"XVIII."
"569",12242,""
"570",12242,"THE BOOK OF MARTYRS."
"571",12242,""
"572",12242,"Read, sweet, how others strove,"
"573",12242,"Till we are stouter;"
"574",12242,"What they renounced,"
"575",12242,"Till we are less afraid;"
"576",12242,"How many times they bore"
"577",12242,"The faithful witness,"
"578",12242,"Till we are helped,"
"579",12242,"As if a kingdom cared!"
"580",12242,""
"581",12242,"Read then of faith"
"582",12242,"That shone above the fagot;"
"583",12242,"Clear strains of hymn"
"584",12242,"The river could not drown;"
"585",12242,"Brave names of men"
"586",12242,"And celestial women,"
"587",12242,"Passed out of record"
"588",12242,"Into renown!"
"589",12242,""
"590",12242,""
"591",12242,""
"592",12242,""
"593",12242,""
"594",12242,"XIX."
"595",12242,""
"596",12242,"THE MYSTERY OF PAIN."
"597",12242,""
"598",12242,"Pain has an element of blank;"
"599",12242,"It cannot recollect"
"600",12242,"When it began, or if there were"
"601",12242,"A day when it was not."
"602",12242,""
"603",12242,"It has no future but itself,"
"604",12242,"Its infinite realms contain"
"605",12242,"Its past, enlightened to perceive"
"606",12242,"New periods of pain."
"607",12242,""
"608",12242,""
"609",12242,""
"610",12242,""
"611",12242,""
"612",12242,"XX."
"613",12242,""
"614",12242,"I taste a liquor never brewed,"
"615",12242,"From tankards scooped in pearl;"
"616",12242,"Not all the vats upon the Rhine"
"617",12242,"Yield such an alcohol!"
"618",12242,""
"619",12242,"Inebriate of air am I,"
"620",12242,"And debauchee of dew,"
"621",12242,"Reeling, through endless summer days,"
"622",12242,"From inns of molten blue."
"623",12242,""
"624",12242,"When landlords turn the drunken bee"
"625",12242,"Out of the foxglove's door,"
"626",12242,"When butterflies renounce their drams,"
"627",12242,"I shall but drink the more!"
"628",12242,""
"629",12242,"Till seraphs swing their snowy hats,"
"630",12242,"And saints to windows run,"
"631",12242,"To see the little tippler"
"632",12242,"Leaning against the sun!"
"633",12242,""
"634",12242,""
"635",12242,""
"636",12242,""
"637",12242,""
"638",12242,"XXI."
"639",12242,""
"640",12242,"A BOOK."
"641",12242,""
"642",12242,"He ate and drank the precious words,"
"643",12242,"His spirit grew robust;"
"644",12242,"He knew no more that he was poor,"
"645",12242,"Nor that his frame was dust."
"646",12242,"He danced along the dingy days,"
"647",12242,"And this bequest of wings"
"648",12242,"Was but a book. What liberty"
"649",12242,"A loosened spirit brings!"
"650",12242,""
"651",12242,""
"652",12242,""
"653",12242,""
"654",12242,""
"655",12242,"XXII."
"656",12242,""
"657",12242,"I had no time to hate, because"
"658",12242,"The grave would hinder me,"
"659",12242,"And life was not so ample I"
"660",12242,"Could finish enmity."
"661",12242,""
"662",12242,"Nor had I time to love; but since"
"663",12242,"Some industry must be,"
"664",12242,"The little toil of love, I thought,"
"665",12242,"Was large enough for me."
"666",12242,""
"667",12242,""
"668",12242,""
"669",12242,""
"670",12242,""
"671",12242,"XXIII."
"672",12242,""
"673",12242,"UNRETURNING."
"674",12242,""
"675",12242,"'T was such a little, little boat"
"676",12242,"That toddled down the bay!"
"677",12242,"'T was such a gallant, gallant sea"
"678",12242,"That beckoned it away!"
"679",12242,""
"680",12242,"'T was such a greedy, greedy wave"
"681",12242,"That licked it from the coast;"
"682",12242,"Nor ever guessed the stately sails"
"683",12242,"My little craft was lost!"
"684",12242,""
"685",12242,""
"686",12242,""
"687",12242,""
"688",12242,""
"689",12242,"XXIV."
"690",12242,""
"691",12242,"Whether my bark went down at sea,"
"692",12242,"Whether she met with gales,"
"693",12242,"Whether to isles enchanted"
"694",12242,"She bent her docile sails;"
"695",12242,""
"696",12242,"By what mystic mooring"
"697",12242,"She is held to-day, --"
"698",12242,"This is the errand of the eye"
"699",12242,"Out upon the bay."
"700",12242,""
"701",12242,""
"702",12242,""
"703",12242,""
"704",12242,""
"705",12242,"XXV."
"706",12242,""
"707",12242,"Belshazzar had a letter, --"
"708",12242,"He never had but one;"
"709",12242,"Belshazzar's correspondent"
"710",12242,"Concluded and begun"
"711",12242,"In that immortal copy"
"712",12242,"The conscience of us all"
"713",12242,"Can read without its glasses"
"714",12242,"On revelation's wall."
"715",12242,""
"716",12242,""
"717",12242,""
"718",12242,""
"719",12242,""
"720",12242,"XXVI."
"721",12242,""
"722",12242,"The brain within its groove"
"723",12242,"Runs evenly and true;"
"724",12242,"But let a splinter swerve,"
"725",12242,"'T were easier for you"
"726",12242,"To put the water back"
"727",12242,"When floods have slit the hills,"
"728",12242,"And scooped a turnpike for themselves,"
"729",12242,"And blotted out the mills!"
"730",12242,""
"731",12242,""
"732",12242,""
"733",12242,""
"734",12242,""
"735",12242,""
"736",12242,"II. LOVE."
"737",12242,""
"738",12242,""
"739",12242,"I."
"740",12242,""
"741",12242,"MINE."
"742",12242,""
"743",12242,"Mine by the right of the white election!"
"744",12242,"Mine by the royal seal!"
"745",12242,"Mine by the sign in the scarlet prison"
"746",12242,"Bars cannot conceal!"
"747",12242,""
"748",12242,"Mine, here in vision and in veto!"
"749",12242,"Mine, by the grave's repeal"
"750",12242,"Titled, confirmed, -- delirious charter!"
"751",12242,"Mine, while the ages steal!"
"752",12242,""
"753",12242,""
"754",12242,""
"755",12242,""
"756",12242,""
"757",12242,"II."
"758",12242,""
"759",12242,"BEQUEST."
"760",12242,""
"761",12242,"You left me, sweet, two legacies, --"
"762",12242,"A legacy of love"
"763",12242,"A Heavenly Father would content,"
"764",12242,"Had He the offer of;"
"765",12242,""
"766",12242,"You left me boundaries of pain"
"767",12242,"Capacious as the sea,"
"768",12242,"Between eternity and time,"
"769",12242,"Your consciousness and me."
"770",12242,""
"771",12242,""
"772",12242,""
"773",12242,""
"774",12242,""
"775",12242,"III."
"776",12242,""
"777",12242,"Alter? When the hills do."
"778",12242,"Falter? When the sun"
"779",12242,"Question if his glory"
"780",12242,"Be the perfect one."
"781",12242,""
"782",12242,"Surfeit? When the daffodil"
"783",12242,"Doth of the dew:"
"784",12242,"Even as herself, O friend!"
"785",12242,"I will of you!"
"786",12242,""
"787",12242,""
"788",12242,""
"789",12242,""
"790",12242,""
"791",12242,"IV."
"792",12242,""
"793",12242,"SUSPENSE."
"794",12242,""
"795",12242,"Elysium is as far as to"
"796",12242,"The very nearest room,"
"797",12242,"If in that room a friend await"
"798",12242,"Felicity or doom."
"799",12242,""
"800",12242,"What fortitude the soul contains,"
"801",12242,"That it can so endure"
"802",12242,"The accent of a coming foot,"
"803",12242,"The opening of a door!"
"804",12242,""
"805",12242,""
"806",12242,""
"807",12242,""
"808",12242,""
"809",12242,"V."
"810",12242,""
"811",12242,"SURRENDER."
"812",12242,""
"813",12242,"Doubt me, my dim companion!"
"814",12242,"Why, God would be content"
"815",12242,"With but a fraction of the love"
"816",12242,"Poured thee without a stint."
"817",12242,"The whole of me, forever,"
"818",12242,"What more the woman can, --"
"819",12242,"Say quick, that I may dower thee"
"820",12242,"With last delight I own!"
"821",12242,""
"822",12242,"It cannot be my spirit,"
"823",12242,"For that was thine before;"
"824",12242,"I ceded all of dust I knew, --"
"825",12242,"What opulence the more"
"826",12242,"Had I, a humble maiden,"
"827",12242,"Whose farthest of degree"
"828",12242,"Was that she might,"
"829",12242,"Some distant heaven,"
"830",12242,"Dwell timidly with thee!"
"831",12242,""
"832",12242,""
"833",12242,""
"834",12242,""
"835",12242,""
"836",12242,"VI."
"837",12242,""
"838",12242,"If you were coming in the fall,"
"839",12242,"I'd brush the summer by"
"840",12242,"With half a smile and half a spurn,"
"841",12242,"As housewives do a fly."
"842",12242,""
"843",12242,"If I could see you in a year,"
"844",12242,"I'd wind the months in balls,"
"845",12242,"And put them each in separate drawers,"
"846",12242,"Until their time befalls."
"847",12242,""
"848",12242,"If only centuries delayed,"
"849",12242,"I'd count them on my hand,"
"850",12242,"Subtracting till my fingers dropped"
"851",12242,"Into Van Diemen's land."
"852",12242,""
"853",12242,"If certain, when this life was out,"
"854",12242,"That yours and mine should be,"
"855",12242,"I'd toss it yonder like a rind,"
"856",12242,"And taste eternity."
"857",12242,""
"858",12242,"But now, all ignorant of the length"
"859",12242,"Of time's uncertain wing,"
"860",12242,"It goads me, like the goblin bee,"
"861",12242,"That will not state its sting."
"862",12242,""
"863",12242,""
"864",12242,""
"865",12242,""
"866",12242,""
"867",12242,"VII."
"868",12242,""
"869",12242,"WITH A FLOWER."
"870",12242,""
"871",12242,"I hide myself within my flower,"
"872",12242,"That wearing on your breast,"
"873",12242,"You, unsuspecting, wear me too --"
"874",12242,"And angels know the rest."
"875",12242,""
"876",12242,"I hide myself within my flower,"
"877",12242,"That, fading from your vase,"
"878",12242,"You, unsuspecting, feel for me"
"879",12242,"Almost a loneliness."
"880",12242,""
"881",12242,""
"882",12242,""
"883",12242,""
"884",12242,""
"885",12242,"VIII."
"886",12242,""
"887",12242,"PROOF."
"888",12242,""
"889",12242,"That I did always love,"
"890",12242,"I bring thee proof:"
"891",12242,"That till I loved"
"892",12242,"I did not love enough."
"893",12242,""
"894",12242,"That I shall love alway,"
"895",12242,"I offer thee"
"896",12242,"That love is life,"
"897",12242,"And life hath immortality."
"898",12242,""
"899",12242,"This, dost thou doubt, sweet?"
"900",12242,"Then have I"
"901",12242,"Nothing to show"
"902",12242,"But Calvary."
"903",12242,""
"904",12242,""
"905",12242,""
"906",12242,""
"907",12242,""
"908",12242,"IX."
"909",12242,""
"910",12242,"Have you got a brook in your little heart,"
"911",12242,"Where bashful flowers blow,"
"912",12242,"And blushing birds go down to drink,"
"913",12242,"And shadows tremble so?"
"914",12242,""
"915",12242,"And nobody knows, so still it flows,"
"916",12242,"That any brook is there;"
"917",12242,"And yet your little draught of life"
"918",12242,"Is daily drunken there."
