"gutenberg_id","title","year","author","section","series","section_id","class","poem_id","poem_number","line_number","text"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"must write thus, or not at all. A recluse by temperament and habit,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"literally spending years without setting her foot beyond the"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"doorstep, and many more years during which her walks were strictly"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"limited to her father's grounds, she habitually concealed her mind,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"like her person, from all but a very few friends; and it was with"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"great difficulty that she was persuaded to print, during her"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"lifetime, three or four poems.  Yet she wrote verses in great"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"abundance; and though brought curiously indifferent to all"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"conventional rules, had yet a rigorous literary standard of her own,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"and often altered a word many times to suit an ear which had its own"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"tenacious fastidiousness."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Miss Dickinson was born in Amherst, Mass., Dec. 10, 1830, and died"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"there May 15, 1886. Her father, Hon. Edward Dickinson, was the"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"leading lawyer of Amherst, and was treasurer of the well-known"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"college there situated. It was his custom once a year to hold a large"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"reception at his house, attended by all the families connected with"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"the institution and by the leading people of the town. On these"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"occasions his daughter Emily emerged from her wonted retirement and"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"did her part as gracious hostess; nor would any one have known from"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"her manner, I have been told, that this was not a daily occurrence."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The annual occasion once past, she withdrew again into her seclusion,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"and except for a very few friends was as invisible to the world as if"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"she had dwelt in a nunnery.  For myself, although I had corresponded"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"with her for many years, I saw her but twice face to face, and"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"brought away the impression of something as unique and remote as"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Undine or Mignon or Thekla."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"This selection from her poems is published to meet the desire of her"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"personal friends, and especially of her surviving sister. It is"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"believed that the thoughtful reader will find in these pages a"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"quality more suggestive of the poetry of William Blake than of"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"anything to be elsewhere found,--flashes of wholly original and"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"profound insight into nature and life; words and phrases exhibiting"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"an extraordinary vividness of descriptive and imaginative power, yet"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"often set in a seemingly whimsical or even rugged frame. They are"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"here published as they were written, with very few and superficial"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"changes; although it is fair to say that the titles have been"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"assigned, almost invariably, by the editors. In many cases these"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"verses will seem to the reader like poetry torn up by the roots, with"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"rain and dew and earth still clinging to them, giving a freshness and"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"a fragrance not otherwise to be conveyed.  In other cases, as in the"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"few poems of shipwreck or of mental conflict, we can only wonder at"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"the gift of vivid imagination by which this recluse woman can"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"delineate, by a few touches, the very crises of physical or mental"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"struggle. And sometimes again we catch glimpses of a lyric strain,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"sustained perhaps but for a line or two at a time, and making the"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"reader regret its sudden cessation. But the main quality of these"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"poems is that of extraordinary grasp and insight, uttered with an"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"uneven vigor sometimes exasperating, seemingly wayward, but really"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"unsought and inevitable.  After all, when a thought takes one's"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"breath away, a lesson on grammar seems an impertinence. As Ruskin"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"wrote in his earlier and better days, ""No weight nor mass nor beauty"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"of execution can outweigh one grain or fragment of thought."""
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"            ---Thomas Wentworth Higginson"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"TRANSCRIBER'S NOTE"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"As is well documented, Emily Dickinson's poems were edited in these"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"early editions by her friends, better to fit the conventions of the"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"times. In particular, her dashes, often small enough to appear"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"as dots, became commas and semi-colons."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"In the second series of poems published, a facsimile of her"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"handwritten poem which her editors titled ""Renunciation"" is given,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"and I here transcribe that manuscript as faithfully as I can,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"showing _underlined_ words thus."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"There came a day - at Summer's full -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Entirely for me -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"I thought that such were for the Saints -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Where Resurrections - be -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The sun - as common - went abroad -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The flowers - accustomed - blew,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"As if no soul - that solstice passed -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Which maketh all things - new -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The time was scarce profaned - by speech -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The falling of a word"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Was needless - as at Sacrament -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The _Wardrobe_ - of our Lord!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Each was to each - the sealed church -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Permitted to commune -  _this_ time -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Lest we too awkward show"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"At Supper of ""the Lamb."""
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"The hours slid fast - as hours will -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Clutched tight - by greedy hands -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"So - faces on two Decks look back -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Bound to _opposing_ lands."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"And so, when all the time had leaked,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Without external sound,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Each bound the other's Crucifix -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"We gave no other bond -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Sufficient troth - that we shall _rise_,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"Deposed - at length the Grave -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"To that new marriage -"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"_Justified_ - through Calvaries - of Love!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"From the handwriting, it is not always clear which are dashes,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"which are commas and which are periods, nor it is entirely"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"clear which initial letters are capitalized."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"However, this transcription may be compared with the edited"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"version in the main text to get a flavor of the changes made"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"in these early editions."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"      ---JT"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"    This is my letter to the world,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"       That never wrote to me, --"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"    The simple news that Nature told,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"       With tender majesty."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"    Her message is committed"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"       To hands I cannot see;"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"    For love of her, sweet countrymen,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","front_matter",NA,NA,NA,NA,NA,NA,"       Judge tenderly of me!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","section",NA,NA,NA,"I. LIFE."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_number","Success is counted sweetest","I",NA,"I."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_title","Success is counted sweetest","I",NA,"SUCCESS."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","notes","Success is counted sweetest","I",NA,"[Published in ""A Masque of Poets"""
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","notes","Success is counted sweetest","I",NA,"at the request of ""H.H.,"" the author's"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","notes","Success is counted sweetest","I",NA,"fellow-townswoman and friend.]"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",1,"Success is counted sweetest"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",2,"By those who ne'er succeed."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",3,"To comprehend a nectar"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",4,"Requires sorest need."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",5,"Not one of all the purple host"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",6,"Who took the flag to-day"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",7,"Can tell the definition,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",8,"So clear, of victory,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",9,"As he, defeated, dying,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",10,"On whose forbidden ear"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",11,"The distant strains of triumph"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Success is counted sweetest","I",12,"Break, agonized and clear!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_number","Our share of night to bear,","II",NA,"II."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",1,"Our share of night to bear,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",2,"Our share of morning,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",3,"Our blank in bliss to fill,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",4,"Our blank in scorning."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",5,"Here a star, and there a star,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",6,"Some lose their way."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",7,"Here a mist, and there a mist,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Our share of night to bear,","II",8,"Afterwards -- day!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_number","Soul, wilt thou toss again?","III",NA,"III."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_title","Soul, wilt thou toss again?","III",NA,"ROUGE ET NOIR."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",1,"Soul, wilt thou toss again?"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",2,"By just such a hazard"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",3,"Hundreds have lost, indeed,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",4,"But tens have won an all."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",5,"Angels' breathless ballot"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",6,"Lingers to record thee;"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",7,"Imps in eager caucus"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Soul, wilt thou toss again?","III",8,"Raffle for my soul."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_number","'T is so much joy! 'T is so much joy!","IV",NA,"IV."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_title","'T is so much joy! 'T is so much joy!","IV",NA,"ROUGE GAGNE."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",1,"'T is so much joy! 'T is so much joy!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",2,"If I should fail, what poverty!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",3,"And yet, as poor as I"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",4,"Have ventured all upon a throw;"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",5,"Have gained! Yes! Hesitated so"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",6,"This side the victory!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",7,"Life is but life, and death but death!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",8,"Bliss is but bliss, and breath but breath!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",9,"And if, indeed, I fail,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",10,"At least to know the worst is sweet."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",11,"Defeat means nothing but defeat,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",12,"No drearier can prevail!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",13,"And if I gain, -- oh, gun at sea,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",14,"Oh, bells that in the steeples be,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",15,"At first repeat it slow!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",16,"For heaven is a different thing"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",17,"Conjectured, and waked sudden in,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","'T is so much joy! 'T is so much joy!","IV",18,"And might o'erwhelm me so!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem_number","Glee! The great storm is over!","V",NA,"V."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",1,"Glee! The great storm is over!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",2,"Four have recovered the land;"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",3,"Forty gone down together"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",4,"Into the boiling sand."
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",5,"Ring, for the scant salvation!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",6,"Toll, for the bonnie souls, --"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",7,"Neighbor and friend and bridegroom,"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",8,"Spinning upon the shoals!"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",9,"How they will tell the shipwreck"
12242,"Poems by Emily Dickinson",1890,"Emily Dickinson","contents",1,"I. LIFE.","poem","Glee! The great storm is over!","V",10,"When winter shakes the door,"
