short_title,word1,word2,n
A Midsummer Night's Dream,carthage,queen,1
A Midsummer Night's Dream,catch,fair,1
A Midsummer Night's Dream,cavalery,cobweb,1
A Midsummer Night's Dream,celestial,wherefore,1
A Midsummer Night's Dream,centre,creep,1
A Midsummer Night's Dream,chamber,bless,1
A Midsummer Night's Dream,chamber,window,1
A Midsummer Night's Dream,chance,moonshine,1
A Midsummer Night's Dream,changeling,boy,1
A Midsummer Night's Dream,changeling,child,1
A Midsummer Night's Dream,chanting,faint,1
A Midsummer Night's Dream,charmeth,sleep,1
A Midsummer Night's Dream,charmèd,eye,1
A Midsummer Night's Dream,chaste,beams,1
A Midsummer Night's Dream,cherries,tempting,1
A Midsummer Night's Dream,cherry,lips,1
A Midsummer Night's Dream,cherry,nose,1
A Midsummer Night's Dream,chide,downright,1
A Midsummer Night's Dream,chief,humour,1
A Midsummer Night's Dream,childhood,innocence,1
A Midsummer Night's Dream,childing,autumn,1
A Midsummer Night's Dream,chink,poor,1
A Midsummer Night's Dream,choose,love,1
A Midsummer Night's Dream,churchyards,damnèd,1
A Midsummer Night's Dream,clamorous,owl,1
A Midsummer Night's Dream,clean,linen,1
A Midsummer Night's Dream,cloister,mew'd,1
A Midsummer Night's Dream,coats,spots,1
A Midsummer Night's Dream,cobweb,moth,1
A Midsummer Night's Dream,cock,crow,1
A Midsummer Night's Dream,cold,bed,1
A Midsummer Night's Dream,cold,fruitless,1
A Midsummer Night's Dream,cold,moon,1
A Midsummer Night's Dream,collied,night,1
A Midsummer Night's Dream,coming,morn,1
A Midsummer Night's Dream,common,rate,1
A Midsummer Night's Dream,common,sleep,1
A Midsummer Night's Dream,company,detest,1
A Midsummer Night's Dream,conclusion,dumbly,1
A Midsummer Night's Dream,confounding,oath,1
A Midsummer Night's Dream,congealèd,white,1
A Midsummer Night's Dream,conjure,tears,1
A Midsummer Night's Dream,consecrated,bower,1
A Midsummer Night's Dream,contagious,fogs,1
A Midsummer Night's Dream,cool,reason,1
A Midsummer Night's Dream,corin,sat,1
A Midsummer Night's Dream,counsel,sweet,1
A Midsummer Night's Dream,counterfeit,sad,1
A Midsummer Night's Dream,counterfeiting,sleep,1
A Midsummer Night's Dream,country,proverb,1
A Midsummer Night's Dream,courageous,day,1
A Midsummer Night's Dream,courteous,wall,1
A Midsummer Night's Dream,cowardice,pursues,1
A Midsummer Night's Dream,cowslip,cheeks,1
A Midsummer Night's Dream,cowslip's,ear,1
A Midsummer Night's Dream,cowslips,tall,1
A Midsummer Night's Dream,crannied,hole,1
A Midsummer Night's Dream,crawling,serpent,1
A Midsummer Night's Dream,crazèd,title,1
A Midsummer Night's Dream,creeping,fowler,1
A Midsummer Night's Dream,crimson,rose,1
A Midsummer Night's Dream,crook,knee'd,1
A Midsummer Night's Dream,crown,colour,1
A Midsummer Night's Dream,cruel,death,1
A Midsummer Night's Dream,cruel,pain,1
A Midsummer Night's Dream,cruel,prey,1
A Midsummer Night's Dream,cry,cuckoo,1
A Midsummer Night's Dream,cuckoo,gray,1
A Midsummer Night's Dream,cupid,fell,1
A Midsummer Night's Dream,cupid,painted,1
A Midsummer Night's Dream,cupid's,archery,1
A Midsummer Night's Dream,cupid's,fiery,1
A Midsummer Night's Dream,cupid's,flower,1
A Midsummer Night's Dream,cupid's,strongest,1
A Midsummer Night's Dream,curst,company,1
A Midsummer Night's Dream,customary,cross,1
A Midsummer Night's Dream,cut,bow,1
A Midsummer Night's Dream,cut,thread,1
A Midsummer Night's Dream,dagger,drew,1
A Midsummer Night's Dream,dainty,duck,1
A Midsummer Night's Dream,dale,forest,1
A Midsummer Night's Dream,damnèd,spirits,1
A Midsummer Night's Dream,daphne,holds,1
A Midsummer Night's Dream,dark,night,1
A Midsummer Night's Dream,dark,uneven,1
A Midsummer Night's Dream,darkling,leave,1
A Midsummer Night's Dream,daughter,helena,1
A Midsummer Night's Dream,daughter,hermia,1
A Midsummer Night's Dream,daughter's,heart,1
A Midsummer Night's Dream,day,betwixt,1
A Midsummer Night's Dream,day's,approach,1
A Midsummer Night's Dream,days,bring,1
A Midsummer Night's Dream,days,friendship,1
A Midsummer Night's Dream,dead,dead,1
A Midsummer Night's Dream,dear,actors,1
A Midsummer Night's Dream,dear,expense,1
A Midsummer Night's Dream,dear,friend,1
A Midsummer Night's Dream,dearest,thisbe,1
A Midsummer Night's Dream,death,counterfeiting,1
A Midsummer Night's Dream,deep,midnight,1
A Midsummer Night's Dream,deepest,loathing,1
A Midsummer Night's Dream,defect,ladies,1
A Midsummer Night's Dream,demetrius,dote,1
A Midsummer Night's Dream,demetrius,eye,1
A Midsummer Night's Dream,demetrius,heart,1
A Midsummer Night's Dream,demetrius,look'd,1
A Midsummer Night's Dream,demetrius,lysander,1
A Midsummer Night's Dream,demetrius,speak,1
A Midsummer Night's Dream,desire,lime,1
A Midsummer Night's Dream,devilish,holy,1
A Midsummer Night's Dream,devoutly,dotes,1
A Midsummer Night's Dream,dew,consecrate,1
A Midsummer Night's Dream,dew,drops,1
A Midsummer Night's Dream,dewlap,pour,1
A Midsummer Night's Dream,dian's,bud,1
A Midsummer Night's Dream,diana's,altar,1
A Midsummer Night's Dream,dirty,ground,1
A Midsummer Night's Dream,discourse,wonders,1
A Midsummer Night's Dream,disdainful,manner,1
A Midsummer Night's Dream,disdainful,youth,1
A Midsummer Night's Dream,disgrace,bewail,1
A Midsummer Night's Dream,dissembling,glass,1
A Midsummer Night's Dream,distracted,fear,1
A Midsummer Night's Dream,dotes,dotes,1
A Midsummer Night's Dream,double,cherry,1
A Midsummer Night's Dream,double,recompense,1
A Midsummer Night's Dream,double,tongue,1
A Midsummer Night's Dream,doubler,tongue,1
A Midsummer Night's Dream,dove,pursues,1
A Midsummer Night's Dream,dragons,cut,1
A Midsummer Night's Dream,dreadful,dole,1
A Midsummer Night's Dream,dream,methought,1
A Midsummer Night's Dream,dream,past,1
A Midsummer Night's Dream,dried,peas,1
A Midsummer Night's Dream,drooping,fog,1
A Midsummer Night's Dream,drownèd,field,1
A Midsummer Night's Dream,drowsy,fire,1
A Midsummer Night's Dream,dry,oats,1
A Midsummer Night's Dream,duke,peradventure,1
A Midsummer Night's Dream,duke,theseus,1
A Midsummer Night's Dream,duke's,oak,1
A Midsummer Night's Dream,duty,tender,1
A Midsummer Night's Dream,e'er,played,1
A Midsummer Night's Dream,earthlier,happy,1
A Midsummer Night's Dream,eastern,gate,1
A Midsummer Night's Dream,eastern,wind,1
A Midsummer Night's Dream,elves,coats,1
A Midsummer Night's Dream,embarkèd,traders,1
A Midsummer Night's Dream,enamell'd,skin,1
A Midsummer Night's Dream,enforced,chastity,1
A Midsummer Night's Dream,ercles,rarely,1
A Midsummer Night's Dream,ercles,vein,1
A Midsummer Night's Dream,errs,doting,1
A Midsummer Night's Dream,everlasting,bond,1
A Midsummer Night's Dream,extremely,stretch'd,1
A Midsummer Night's Dream,eye,enthrallèd,1
A Midsummer Night's Dream,eye,lysander,1
A Midsummer Night's Dream,eye,release,1
A Midsummer Night's Dream,eyeballs,roll,1
A Midsummer Night's Dream,eyelids,laid,1
A Midsummer Night's Dream,eyes,figure,1
A Midsummer Night's Dream,eyes,peep,1
A Midsummer Night's Dream,fail,confounding,1
A Midsummer Night's Dream,faint,hymns,1
A Midsummer Night's Dream,faint,primrose,1
A Midsummer Night's Dream,faintness,constraineth,1
A Midsummer Night's Dream,fair,aegles,1
A Midsummer Night's Dream,fair,blessèd,1
A Midsummer Night's Dream,fair,helen,1
A Midsummer Night's Dream,fair,hermia's,1
A Midsummer Night's Dream,fair,hippolyta,1
A Midsummer Night's Dream,fair,ladies,1
A Midsummer Night's Dream,fair,love,1
A Midsummer Night's Dream,fair,lovers,1
A Midsummer Night's Dream,fair,maid,1
A Midsummer Night's Dream,fair,prayer,1
A Midsummer Night's Dream,fair,prosperity,1
A Midsummer Night's Dream,fair,queen,1
A Midsummer Night's Dream,fair,thisbe,1
A Midsummer Night's Dream,fair,vestal,1
A Midsummer Night's Dream,fair,virtue's,1
A Midsummer Night's Dream,fairest,dame,1
A Midsummer Night's Dream,fairies,sing,1
A Midsummer Night's Dream,fairies,skip,1
A Midsummer Night's Dream,fairly,rank'd,1
A Midsummer Night's Dream,fairy,band,1
A Midsummer Night's Dream,fairy,favours,1
A Midsummer Night's Dream,fairy,grace,1
A Midsummer Night's Dream,fairy,king,1
A Midsummer Night's Dream,fairy,kingdom,1
A Midsummer Night's Dream,fairy,lord,1
A Midsummer Night's Dream,fairy,song,1
A Midsummer Night's Dream,fairy,sprite,1
A Midsummer Night's Dream,fairy,stray,1
A Midsummer Night's Dream,fairy,time,1
A Midsummer Night's Dream,fairy,toys,1
A Midsummer Night's Dream,fairyland,buys,1
A Midsummer Night's Dream,faithful,lovers,1
A Midsummer Night's Dream,fall,pat,1
A Midsummer Night's Dream,false,sport,1
A Midsummer Night's Dream,false,trojan,1
A Midsummer Night's Dream,false,turn'd,1
A Midsummer Night's Dream,fancy,free,1
A Midsummer Night's Dream,fancy,sick,1
A Midsummer Night's Dream,fancy's,followers,1
A Midsummer Night's Dream,fancy's,images,1
A Midsummer Night's Dream,fare,ye,1
A Midsummer Night's Dream,farewell,friends,1
A Midsummer Night's Dream,farewell,sweet,1
A Midsummer Night's Dream,farthest,steep,1
A Midsummer Night's Dream,fate,o'er,1
A Midsummer Night's Dream,father,look'd,1
A Midsummer Night's Dream,father's,choice,1
A Midsummer Night's Dream,father's,ground,1
A Midsummer Night's Dream,father's,house,1
A Midsummer Night's Dream,father's,love,1
A Midsummer Night's Dream,father's,voice,1
A Midsummer Night's Dream,fearful,duty,1
A Midsummer Night's Dream,fearful,lovers,1
A Midsummer Night's Dream,fearful,wild,1
A Midsummer Night's Dream,fed,horse,1
A Midsummer Night's Dream,feigning,love,1
A Midsummer Night's Dream,feigning,voice,1
A Midsummer Night's Dream,fellows,fly,1
A Midsummer Night's Dream,female,ivy,1
A Midsummer Night's Dream,females,mad,1
A Midsummer Night's Dream,fie,demetrius,1
A Midsummer Night's Dream,fie,fie,1
A Midsummer Night's Dream,field,dew,1
A Midsummer Night's Dream,fierce,vein,1
A Midsummer Night's Dream,fierce,vexation,1
A Midsummer Night's Dream,fiery,glow,1
A Midsummer Night's Dream,fiery,oes,1
A Midsummer Night's Dream,fiery,red,1
A Midsummer Night's Dream,fiery,shaft,1
A Midsummer Night's Dream,figure,unheedy,1
A Midsummer Night's Dream,filly,foal,1
A Midsummer Night's Dream,fine,frenzy,1
A Midsummer Night's Dream,fine,tragedy,1
A Midsummer Night's Dream,flouriets,eyes,1
A Midsummer Night's Dream,flower's,force,1
A Midsummer Night's Dream,fly,masters,1
A Midsummer Night's Dream,fold,stands,1
A Midsummer Night's Dream,follow'd,fast,1
A Midsummer Night's Dream,folly,helena,1
A Midsummer Night's Dream,fond,chase,1
A Midsummer Night's Dream,fond,pageant,1
A Midsummer Night's Dream,fool's,eyes,1
A Midsummer Night's Dream,foolish,fates,1
A Midsummer Night's Dream,foolish,heart,1
A Midsummer Night's Dream,foot,stool,1
A Midsummer Night's Dream,footed,time,1
A Midsummer Night's Dream,force,perforce,1
A Midsummer Night's Dream,forests,wild,1
A Midsummer Night's Dream,forsooth,affection,1
A Midsummer Night's Dream,fortnight,hold,1
A Midsummer Night's Dream,fortunately,met,1
A Midsummer Night's Dream,forty,minutes,1
A Midsummer Night's Dream,foul,derision,1
A Midsummer Night's Dream,found,demetrius,1
A Midsummer Night's Dream,fowler,eye,1
A Midsummer Night's Dream,fox,carries,1
A Midsummer Night's Dream,fragrant,flowers,1
A Midsummer Night's Dream,francis,flute,1
A Midsummer Night's Dream,freckles,live,1
A Midsummer Night's Dream,french,crown,1
A Midsummer Night's Dream,french,crowns,1
A Midsummer Night's Dream,frenzy,rolling,1
A Midsummer Night's Dream,fresh,blood,1
A Midsummer Night's Dream,fresh,days,1
A Midsummer Night's Dream,fresh,lap,1
A Midsummer Night's Dream,friends,joy,1
A Midsummer Night's Dream,friends,saint,1
A Midsummer Night's Dream,friendship,childhood,1
A Midsummer Night's Dream,fruitless,moon,1
A Midsummer Night's Dream,fruitless,vision,1
A Midsummer Night's Dream,function,takes,1
A Midsummer Night's Dream,furies,fell,1
A Midsummer Night's Dream,gallant,chiding,1
A Midsummer Night's Dream,gaping,wide,1
A Midsummer Night's Dream,gauds,conceits,1
A Midsummer Night's Dream,gentle,beast,1
A Midsummer Night's Dream,gentle,concord,1
A Midsummer Night's Dream,gentle,day,1
A Midsummer Night's Dream,gentle,friend,1
A Midsummer Night's Dream,gentle,friends,1
A Midsummer Night's Dream,gentle,hearts,1
A Midsummer Night's Dream,gentle,helena,1
A Midsummer Night's Dream,gentle,hermia,1
A Midsummer Night's Dream,gentle,joy,1
A Midsummer Night's Dream,gentle,lady,1
A Midsummer Night's Dream,gentle,lover,1
A Midsummer Night's Dream,gentle,mortal,1
A Midsummer Night's Dream,gentle,sweet,1
A Midsummer Night's Dream,gentle,tongue,1
A Midsummer Night's Dream,gentles,perchance,1
A Midsummer Night's Dream,gently,entwist,1
A Midsummer Night's Dream,ghosts,wandering,1
A Midsummer Night's Dream,girdle,round,1
A Midsummer Night's Dream,glimmering,light,1
A Midsummer Night's Dream,glimmering,night,1
A Midsummer Night's Dream,glimmering,sphere,1
A Midsummer Night's Dream,glittering,gleams,1
A Midsummer Night's Dream,glow,worm's,1
A Midsummer Night's Dream,goblin,lead,1
A Midsummer Night's Dream,god,shield,1
A Midsummer Night's Dream,god,speed,1
A Midsummer Night's Dream,god,warrant,1
A Midsummer Night's Dream,gods,forbid,1
A Midsummer Night's Dream,gold,coats,1
A Midsummer Night's Dream,golden,glittering,1
A Midsummer Night's Dream,golden,head,1
A Midsummer Night's Dream,gossip's,bowl,1
A Midsummer Night's Dream,gracious,golden,1
A Midsummer Night's Dream,grain,beard,1
A Midsummer Night's Dream,grapes,green,1
A Midsummer Night's Dream,green,corn,1
A Midsummer Night's Dream,green,figs,1
A Midsummer Night's Dream,green,plot,1
A Midsummer Night's Dream,green,streams,1
A Midsummer Night's Dream,grew,civil,1
A Midsummer Night's Dream,grey,light,1
A Midsummer Night's Dream,grim,look'd,1
A Midsummer Night's Dream,grisly,beast,1
A Midsummer Night's Dream,gross,play,1
A Midsummer Night's Dream,ground,whereon,1
A Midsummer Night's Dream,grows,lives,1
A Midsummer Night's Dream,guest,wise,1
A Midsummer Night's Dream,gun's,report,1
A Midsummer Night's Dream,hail,mortal,1
A Midsummer Night's Dream,hair,knit,1
A Midsummer Night's Dream,hair,rings,1
A Midsummer Night's Dream,hairy,temples,1
A Midsummer Night's Dream,half,sleep,1
A Midsummer Night's Dream,half,waking,1
A Midsummer Night's Dream,hallow'd,house,1
A Midsummer Night's Dream,happy,days,1
A Midsummer Night's Dream,happy,fair,1
A Midsummer Night's Dream,happy,hour,1
A Midsummer Night's Dream,hard,handed,1
A Midsummer Night's Dream,hard,hearted,1
A Midsummer Night's Dream,hare,lip,1
A Midsummer Night's Dream,harmonious,breath,1
A Midsummer Night's Dream,hasty,footed,1
A Midsummer Night's Dream,hated,potion,1
A Midsummer Night's Dream,hated,presence,1
A Midsummer Night's Dream,hateful,fantasies,1
A Midsummer Night's Dream,hateful,fool,1
A Midsummer Night's Dream,hateful,imperfection,1
A Midsummer Night's Dream,haunted,grove,1
A Midsummer Night's Dream,haunted,pray,1
A Midsummer Night's Dream,hawthorn,brake,1
A Midsummer Night's Dream,hawthorn,buds,1
A Midsummer Night's Dream,hay,sweet,1
A Midsummer Night's Dream,head,peaseblossom,1
A Midsummer Night's Dream,headed,frosts,1
A Midsummer Night's Dream,headless,bear,1
A Midsummer Night's Dream,hear,anon,1
A Midsummer Night's Dream,hear,sweet,1
A Midsummer Night's Dream,heard,discourse,1
A Midsummer Night's Dream,hearing,double,1
A Midsummer Night's Dream,hearted,adamant,1
A Midsummer Night's Dream,heavens,shield,1
A Midsummer Night's Dream,heavier,grow,1
A Midsummer Night's Dream,heavy,gait,1
A Midsummer Night's Dream,heavy,ploughman,1
A Midsummer Night's Dream,hecate's,team,1
A Midsummer Night's Dream,heigh,ho,1
A Midsummer Night's Dream,height,forsooth,1
A Midsummer Night's Dream,helen,goddess,1
A Midsummer Night's Dream,helen,told,1
A Midsummer Night's Dream,helen's,beauty,1
A Midsummer Night's Dream,helena,adieu,1
A Midsummer Night's Dream,helena,hear,1
A Midsummer Night's Dream,helena,nature,1
A Midsummer Night's Dream,helena,wake,1
A Midsummer Night's Dream,hempen,homespuns,1
A Midsummer Night's Dream,hermia,hermia,1
A Midsummer Night's Dream,hermia,lord,1
A Midsummer Night's Dream,hermia,meant,1
A Midsummer Night's Dream,hermia,question,1
A Midsummer Night's Dream,hermia,sleep,1
A Midsummer Night's Dream,hermia,wheresoe'er,1
A Midsummer Night's Dream,hermia's,eyes,1
A Midsummer Night's Dream,hermia's,eyne,1
A Midsummer Night's Dream,hermia's,flight,1
A Midsummer Night's Dream,hermia's,love,1
A Midsummer Night's Dream,hermia's,sphery,1
A Midsummer Night's Dream,hiems,thin,1
A Midsummer Night's Dream,hind'ring,knot,1
A Midsummer Night's Dream,hipped,humble,1
A Midsummer Night's Dream,ho,coward,1
A Midsummer Night's Dream,ho,music,1
A Midsummer Night's Dream,ho,peter,1
A Midsummer Night's Dream,hoary,headed,1
A Midsummer Night's Dream,hobgoblin,call,1
A Midsummer Night's Dream,hog,bear,1
A Midsummer Night's Dream,holding,troth,1
A Midsummer Night's Dream,holy,fray,1
A Midsummer Night's Dream,home,return'd,1
A Midsummer Night's Dream,honest,gentleman,1
A Midsummer Night's Dream,honest,neighbours,1
A Midsummer Night's Dream,honest,puck,1
A Midsummer Night's Dream,honey,bags,1
A Midsummer Night's Dream,honour,helen,1
A Midsummer Night's Dream,horse,beguile,1
A Midsummer Night's Dream,horse,hound,1
A Midsummer Night's Dream,hot,ice,1
A Midsummer Night's Dream,hound,hog,1
A Midsummer Night's Dream,hours,shine,1
A Midsummer Night's Dream,house,remote,1
A Midsummer Night's Dream,house,tomorrow,1
A Midsummer Night's Dream,house,triumphantly,1
A Midsummer Night's Dream,housewife,churn,1
A Midsummer Night's Dream,howsoever,strange,1
A Midsummer Night's Dream,human,modesty,1
A Midsummer Night's Dream,human,mortals,1
A Midsummer Night's Dream,human,skill,1
A Midsummer Night's Dream,humble,bee,1
A Midsummer Night's Dream,humble,bees,1
A Midsummer Night's Dream,hundred,thousand,1
A Midsummer Night's Dream,hungry,lion,1
A Midsummer Night's Dream,huntsmen,wake,1
A Midsummer Night's Dream,icy,crown,1
A Midsummer Night's Dream,idle,breath,1
A Midsummer Night's Dream,idle,gaud,1
A Midsummer Night's Dream,idle,theme,1
A Midsummer Night's Dream,ill,counsel,1
A Midsummer Night's Dream,ill,met,1
A Midsummer Night's Dream,imagination,amend,1
A Midsummer Night's Dream,imagination,bodies,1
A Midsummer Night's Dream,immediately,provided,1
A Midsummer Night's Dream,impatient,answers,1
A Midsummer Night's Dream,imperial,votress,1
A Midsummer Night's Dream,indian,air,1
A Midsummer Night's Dream,indian,boy,1
A Midsummer Night's Dream,indian,king,1
A Midsummer Night's Dream,injurious,hermia,1
A Midsummer Night's Dream,interchang'd,love,1
A Midsummer Night's Dream,iron,tongue,1
A Midsummer Night's Dream,issue,stand,1
A Midsummer Night's Dream,jove,shield,1
A Midsummer Night's Dream,joy,gentle,1
A Midsummer Night's Dream,judgment,taste,1
A Midsummer Night's Dream,keen,mockery,1
A Midsummer Night's Dream,kill,cankers,1
A Midsummer Night's Dream,kill,courtesy,1
A Midsummer Night's Dream,kills,truth,1
A Midsummer Night's Dream,kinds,makes,1
A Midsummer Night's Dream,king,attend,1
A Midsummer Night's Dream,kingdom,fairies,1
A Midsummer Night's Dream,kinsman,hercules,1
A Midsummer Night's Dream,kissing,cherries,1
A Midsummer Night's Dream,knacks,trifles,1
A Midsummer Night's Dream,knaveries,willfully,1
A Midsummer Night's Dream,knavish,lad,1
A Midsummer Night's Dream,knavish,sprite,1
A Midsummer Night's Dream,knitteth,souls,1
A Midsummer Night's Dream,knot,grass,1
A Midsummer Night's Dream,lack,love,1
A Midsummer Night's Dream,lack,worlds,1
A Midsummer Night's Dream,lady,dear,1
A Midsummer Night's Dream,lady,dotes,1
A Midsummer Night's Dream,lady,nigh,1
A Midsummer Night's Dream,lady,thisbe,1
A Midsummer Night's Dream,lady's,eye,1
A Midsummer Night's Dream,lamentable,comedy,1
A Midsummer Night's Dream,lantern,dog,1
A Midsummer Night's Dream,late,deceas'd,1
A Midsummer Night's Dream,lay,breath,1
A Midsummer Night's Dream,lay,siege,1
A Midsummer Night's Dream,lazy,time,1
A Midsummer Night's Dream,leaden,legs,1
A Midsummer Night's Dream,learning,late,1
A Midsummer Night's Dream,leathern,wings,1
A Midsummer Night's Dream,left,pap,1
A Midsummer Night's Dream,left,sweet,1
A Midsummer Night's Dream,legg'd,spinners,1
A Midsummer Night's Dream,liar,call,1
A Midsummer Night's Dream,life,stol'n,1
A Midsummer Night's Dream,life,tide,1
A Midsummer Night's Dream,lighter,heel'd,1
A Midsummer Night's Dream,lily,lips,1
A Midsummer Night's Dream,lily,white,1
A Midsummer Night's Dream,lion,bear,1
A Midsummer Night's Dream,lion,fell,1
A Midsummer Night's Dream,lion,hight,1
A Midsummer Night's Dream,lion,living,1
A Midsummer Night's Dream,lion,moonshine,1
A Midsummer Night's Dream,lion,pare,1
A Midsummer Night's Dream,lion,roars,1
A Midsummer Night's Dream,lion,rough,1
A Midsummer Night's Dream,lion,vanished,1
A Midsummer Night's Dream,lion's,claws,1
A Midsummer Night's Dream,lion's,dam,1
A Midsummer Night's Dream,lion's,neck,1
A Midsummer Night's Dream,lions,frame,1
A Midsummer Night's Dream,liquid,pearl,1
A Midsummer Night's Dream,live,creature,1
A Midsummer Night's Dream,loathèd,medicine,1
A Midsummer Night's Dream,local,habitation,1
A Midsummer Night's Dream,lode,stars,1
A Midsummer Night's Dream,look'd,night,1
A Midsummer Night's Dream,lord,fair,1
A Midsummer Night's Dream,lost,sixpence,1
A Midsummer Night's Dream,loud,laughter,1
A Midsummer Night's Dream,love,asunder,1
A Midsummer Night's Dream,love,forbid,1
A Midsummer Night's Dream,love,helena,1
A Midsummer Night's Dream,love,ne'er,1
A Midsummer Night's Dream,love,shaft,1
A Midsummer Night's Dream,love,takes,1
A Midsummer Night's Dream,love,thisbe,1
A Midsummer Night's Dream,love,tokens,1
A Midsummer Night's Dream,love,turn'd,1
A Midsummer Night's Dream,love,unlov'd,1
A Midsummer Night's Dream,love's,conference,1
A Midsummer Night's Dream,love's,heart,1
A Midsummer Night's Dream,love's,mind,1
A Midsummer Night's Dream,love's,richest,1
A Midsummer Night's Dream,love's,sight,1
A Midsummer Night's Dream,love's,stories,1
A Midsummer Night's Dream,love's,tongue,1
A Midsummer Night's Dream,love's,wound,1
A Midsummer Night's Dream,lovely,berries,1
A Midsummer Night's Dream,lovely,boy,1
A Midsummer Night's Dream,lovely,jew,1
A Midsummer Night's Dream,lovely,lady,1
A Midsummer Night's Dream,lover,dear,1
A Midsummer Night's Dream,lover,remedy,1
A Midsummer Night's Dream,lover's,fee,1
A Midsummer Night's Dream,lover's,grace,1
A Midsummer Night's Dream,lovers,flights,1
A Midsummer Night's Dream,lovers,food,1
A Midsummer Night's Dream,lovers,pyramus,1
A Midsummer Night's Dream,lovers,seek,1
A Midsummer Night's Dream,lovers,speak,1
A Midsummer Night's Dream,lovers,sunder,1
A Midsummer Night's Dream,lovers,twain,1
A Midsummer Night's Dream,lovers,wend,1
A Midsummer Night's Dream,lovèd,boy,1
A Midsummer Night's Dream,lower,hark,1
A Midsummer Night's Dream,luck,grant,1
A Midsummer Night's Dream,lullaby,lulla,1
A Midsummer Night's Dream,luscious,woodbine,1
A Midsummer Night's Dream,lysander,found,1
A Midsummer Night's Dream,lysander,hermia,1
A Midsummer Night's Dream,lysander,lied,1
A Midsummer Night's Dream,lysander,lord,1
A Midsummer Night's Dream,lysander,riddles,1
A Midsummer Night's Dream,lysander,speak,1
A Midsummer Night's Dream,lysander,true,1
A Midsummer Night's Dream,lysander,whereto,1
A Midsummer Night's Dream,lysander,yield,1
A Midsummer Night's Dream,lysander's,blood,1
A Midsummer Night's Dream,lysander's,eye,1
A Midsummer Night's Dream,lysander's,love,1
A Midsummer Night's Dream,mad,spirit,1
A Midsummer Night's Dream,madly,dote,1
A Midsummer Night's Dream,madly,sweep,1
A Midsummer Night's Dream,maid's,eyes,1
A Midsummer Night's Dream,maid's,music,1
A Midsummer Night's Dream,maiden,meditation,1
A Midsummer Night's Dream,maiden,pilgrimage,1
A Midsummer Night's Dream,maiden,shame,1
A Midsummer Night's Dream,maiden,sleeping,1
A Midsummer Night's Dream,maiden's,patience,1
A Midsummer Night's Dream,maidens,call,1
A Midsummer Night's Dream,makes,speed,1
A Midsummer Night's Dream,man's,hand,1
A Midsummer Night's Dream,man's,heart,1
A Midsummer Night's Dream,man's,revenue,1
A Midsummer Night's Dream,manly,enterprise,1
A Midsummer Night's Dream,mantle,slain,1
A Midsummer Night's Dream,mark,poor,1
A Midsummer Night's Dream,mark,prodigious,1
A Midsummer Night's Dream,marvellous,convenient,1
A Midsummer Night's Dream,marvellous,hairy,1
A Midsummer Night's Dream,master,cobweb,1
A Midsummer Night's Dream,master,peaseblossom,1
A Midsummer Night's Dream,masters,fly,1
A Midsummer Night's Dream,masters,spread,1
A Midsummer Night's Dream,maypole,speak,1
A Midsummer Night's Dream,mazed,world,1
A Midsummer Night's Dream,means,videlicet,1
A Midsummer Night's Dream,meddling,monkey,1
A Midsummer Night's Dream,meditation,fancy,1
A Midsummer Night's Dream,meet,presently,1
A Midsummer Night's Dream,men's,morris,1
A Midsummer Night's Dream,mercy,heartily,1
A Midsummer Night's Dream,merrier,hour,1
A Midsummer Night's Dream,merry,tears,1
A Midsummer Night's Dream,merry,wanderer,1
A Midsummer Night's Dream,methinks,mistress,1
A Midsummer Night's Dream,middle,summer's,1
A Midsummer Night's Dream,midnight,solemnly,1
A Midsummer Night's Dream,mighty,theseus,1
A Midsummer Night's Dream,mild,hind,1
A Midsummer Night's Dream,mild,terms,1
A Midsummer Night's Dream,milk,white,1
A Midsummer Night's Dream,million,fail,1
A Midsummer Night's Dream,minds,transfigur'd,1
A Midsummer Night's Dream,mischief,fie,1
A Midsummer Night's Dream,mislead,night,1
A Midsummer Night's Dream,mispris'd,mood,1
A Midsummer Night's Dream,mistress,squash,1
A Midsummer Night's Dream,mock,helena,1
A Midsummer Night's Dream,mockers,waste,1
A Midsummer Night's Dream,mockery,born,1
A Midsummer Night's Dream,mockery,set,1
A Midsummer Night's Dream,mole,hare,1
A Midsummer Night's Dream,monsieur,bring,1
A Midsummer Night's Dream,monster,fly,1
A Midsummer Night's Dream,monster's,view,1
A Midsummer Night's Dream,monstrous,mouse,1
A Midsummer Night's Dream,moon,methinks,1
A Midsummer Night's Dream,moon,shine,1
A Midsummer Night's Dream,moon,shines,1
A Midsummer Night's Dream,moon,wanes,1
A Midsummer Night's Dream,moon's,sphere,1
A Midsummer Night's Dream,moonlight,proud,1
A Midsummer Night's Dream,moonlight,revels,1
A Midsummer Night's Dream,moonshine,wall,1
A Midsummer Night's Dream,morning,dew,1
A Midsummer Night's Dream,morning,lark,1
A Midsummer Night's Dream,morning's,love,1
A Midsummer Night's Dream,morrow,deep,1
A Midsummer Night's Dream,morrow,friends,1
A Midsummer Night's Dream,mortal,grossness,1
A Midsummer Night's Dream,mortal,sing,1
A Midsummer Night's Dream,mountain's,top,1
A Midsummer Night's Dream,mountains,turnèd,1
A Midsummer Night's Dream,moused,lion,1
A Midsummer Night's Dream,move,storms,1
A Midsummer Night's Dream,mulberry,shade,1
A Midsummer Night's Dream,murder,cries,1
